,Active.sport,Adrenaline.sports,Art.exhibitions,Biology,Cars,Celebrities,Chemistry,Countryside..outdoors,Dancing,Economy.Management,Foreign.languages,Fun.with.friends,Gardening,Geography,History,Internet,Law,Mathematics,Medicine,Musical.instruments,PC,Passive.sport,Pets,Physics,Politics,Psychology,Reading,Religion,Science.and.technology,Shopping,Theatre,Writing
717,3.0,2.0,2.0,4.0,3.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0
721,5.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0
731,1.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,1.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,1.0
733,5.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0
734,5.0,2.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0
737,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0
741,5.0,5.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0
743,5.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0
751,5.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,2.0,1.0,3.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0
756,5.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,1.0,4.0,3.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,5.0,4.0,3.0,3.0,5.0,1.0,5.0,4.0,4.0,4.0
757,2.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0
760,4.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
761,4.0,3.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0
767,4.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,5.0
768,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,5.0,5.0,1.0,5.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0
770,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
776,4.0,5.0,5.0,3.0,3.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0
777,5.0,5.0,3.0,2.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0,5.0
780,5.0,2.0,5.0,3.0,2.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0
781,3.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,5.0,5.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0
794,2.0,3.0,4.0,5.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0
796,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0
797,4.0,5.0,5.0,2.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0
799,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,1.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0
800,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,2.0,4.0,3.0,5.0,3.0
806,4.0,3.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0
812,4.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0
815,3.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0
817,3.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0
830,4.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0
831,5.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0
832,1.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0
838,5.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,5.0,1.0
844,5.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0
845,5.0,4.0,5.0,2.0,4.0,3.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0
852,5.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,1.0
854,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0
878,5.0,2.0,3.0,2.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,3.0
879,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0
890,3.0,5.0,4.0,3.0,4.0,5.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,2.0,5.0,5.0
905,4.0,5.0,5.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0
910,4.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0
911,2.0,1.0,5.0,2.0,4.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,2.0,4.0,3.0,5.0,2.0,3.0,5.0,5.0,1.0
912,5.0,5.0,2.0,2.0,4.0,2.0,5.0,4.0,1.0,4.0,3.0,4.0,1.0,3.0,5.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,5.0
915,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0
930,4.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0
955,4.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,5.0,3.0,4.0,5.0,1.0,2.0,2.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0
962,5.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,1.0,1.0
965,5.0,5.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0
967,5.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0
977,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0
980,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0
989,5.0,5.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0
990,5.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0
1000,5.0,5.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,3.0,4.0,5.0,1.0,4.0,5.0
